case_id,用例类型,场景标签,原始地址,省,市,区县,街道,门牌号,小区,楼栋,单元,室号,邮编,经纬度,预期标准化地址,预期判定,是否需人工复核,备注
CNADDR-0232,integration,标准地址,江苏省苏州市虎丘区人民路626号海纳公馆17栋1单元2652室,江苏省,苏州市,虎丘区,人民路,626号,海纳公馆,17栋,1单元,2652室,215232,120.644000|31.324000,江苏省苏州市虎丘区人民路626号 海纳公馆17栋1单元2652室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0233,integration,标准地址,湖北省武汉市武昌区建设路633号锦绣家园20栋6单元2663室,湖北省,武汉市,武昌区,建设路,633号,锦绣家园,20栋,6单元,2663室,430233,114.326000|30.616000,湖北省武汉市武昌区建设路633号 锦绣家园20栋6单元2663室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0234,integration,标准地址,湖北省随州市广水市解放大道640号金色华庭3栋3单元2674室,湖北省,随州市,广水市,解放大道,640号,金色华庭,3栋,3单元,2674室,441534,113.408000|31.718000,湖北省随州市广水市解放大道640号 金色华庭3栋3单元2674室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0235,integration,标准地址,上海市上海市浦东新区创新大道647号书香门第6栋8单元2685室,上海市,上海市,浦东新区,创新大道,647号,书香门第,6栋,8单元,2685室,200235,121.500000|31.260000,上海市上海市浦东新区创新大道647号 书香门第6栋8单元2685室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0236,integration,简称/别名,北京市朝阳区科创路654号未来城9幢2696室,北京市,北京市,朝阳区,科创路,654号,未来城,9栋,5单元,2696室,100236,116.432000|39.932000,北京市北京市朝阳区科创路654号 未来城9栋5单元2696室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0237,integration,简称/别名,深圳市罗湖区友谊路661号星河湾12幢2707室,广东省,深圳市,罗湖区,友谊路,661号,星河湾,12栋,2单元,2707室,518237,114.094000|22.584000,广东省深圳市罗湖区友谊路661号 星河湾12栋2单元2707室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0238,integration,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋7单元2718室,江苏省,苏州市,虎丘区,沿江大道,668号,万和府,15栋,7单元,2718室,215238,120.656000|31.336000,江苏省苏州市虎丘区沿江大道668号 万和府15栋7单元2718室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0239,integration,疑似不存在,湖北省武汉市武昌区不存在路675号龙湖天街,湖北省,武汉市,武昌区,文化路,675号,龙湖天街,18栋,4单元,2729室,430239,114.338000|30.628000,湖北省武汉市武昌区不存在路675号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0240,integration,标准地址,湖北省随州市广水市幸福路682号翡翠城1栋1单元2740室,湖北省,随州市,广水市,幸福路,682号,翡翠城,1栋,1单元,2740室,441540,113.380000|31.690000,湖北省随州市广水市幸福路682号 翡翠城1栋1单元2740室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0241,integration,标准地址,上海市上海市浦东新区世纪大道689号东方明珠花园4栋6单元2751室,上海市,上海市,浦东新区,世纪大道,689号,东方明珠花园,4栋,6单元,2751室,200241,121.472000|31.232000,上海市上海市浦东新区世纪大道689号 东方明珠花园4栋6单元2751室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0242,integration,标准地址,北京市北京市朝阳区中山东一路696号海纳公馆7栋3单元2762室,北京市,北京市,朝阳区,中山东一路,696号,海纳公馆,7栋,3单元,2762室,100242,116.404000|39.904000,北京市北京市朝阳区中山东一路696号 海纳公馆7栋3单元2762室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0243,integration,标准地址,广东省深圳市罗湖区南京西路703号锦绣家园10栋8单元2773室,广东省,深圳市,罗湖区,南京西路,703号,锦绣家园,10栋,8单元,2773室,518243,114.066000|22.556000,广东省深圳市罗湖区南京西路703号 锦绣家园10栋8单元2773室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0244,integration,标准地址,江苏省苏州市虎丘区人民路710号金色华庭13栋5单元2784室,江苏省,苏州市,虎丘区,人民路,710号,金色华庭,13栋,5单元,2784室,215244,120.628000|31.308000,江苏省苏州市虎丘区人民路710号 金色华庭13栋5单元2784室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0245,integration,标准地址,湖北省武汉市武昌区建设路717号书香门第16栋2单元2795室,湖北省,武汉市,武昌区,建设路,717号,书香门第,16栋,2单元,2795室,430245,114.310000|30.600000,湖北省武汉市武昌区建设路717号 书香门第16栋2单元2795室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0246,integration,简称/别名,随州市广水市解放大道724号未来城19幢2806室,湖北省,随州市,广水市,解放大道,724号,未来城,19栋,7单元,2806室,441546,113.392000|31.702000,湖北省随州市广水市解放大道724号 未来城19栋7单元2806室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0247,integration,简称/别名,上海市浦东新区创新大道731号星河湾2幢2817室,上海市,上海市,浦东新区,创新大道,731号,星河湾,2栋,4单元,2817室,200247,121.484000|31.244000,上海市上海市浦东新区创新大道731号 星河湾2栋4单元2817室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0248,integration,缺失门牌,北京市北京市朝阳区科创路万和府5栋1单元2828室,北京市,北京市,朝阳区,科创路,738号,万和府,5栋,1单元,2828室,100248,116.416000|39.916000,北京市北京市朝阳区科创路738号 万和府5栋1单元2828室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0249,integration,疑似不存在,广东省深圳市罗湖区不存在路745号龙湖天街,广东省,深圳市,罗湖区,友谊路,745号,龙湖天街,8栋,6单元,2839室,518249,114.078000|22.568000,广东省深圳市罗湖区不存在路745号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0250,integration,标准地址,江苏省苏州市虎丘区沿江大道752号翡翠城11栋3单元2850室,江苏省,苏州市,虎丘区,沿江大道,752号,翡翠城,11栋,3单元,2850室,215250,120.640000|31.320000,江苏省苏州市虎丘区沿江大道752号 翡翠城11栋3单元2850室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0251,integration,标准地址,湖北省武汉市武昌区文化路759号东方明珠花园14栋8单元2861室,湖北省,武汉市,武昌区,文化路,759号,东方明珠花园,14栋,8单元,2861室,430251,114.322000|30.612000,湖北省武汉市武昌区文化路759号 东方明珠花园14栋8单元2861室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0252,integration,标准地址,湖北省随州市广水市幸福路766号海纳公馆17栋5单元2872室,湖北省,随州市,广水市,幸福路,766号,海纳公馆,17栋,5单元,2872室,441552,113.404000|31.714000,湖北省随州市广水市幸福路766号 海纳公馆17栋5单元2872室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0253,integration,标准地址,上海市上海市浦东新区世纪大道773号锦绣家园20栋2单元2883室,上海市,上海市,浦东新区,世纪大道,773号,锦绣家园,20栋,2单元,2883室,200253,121.496000|31.256000,上海市上海市浦东新区世纪大道773号 锦绣家园20栋2单元2883室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0254,integration,标准地址,北京市北京市朝阳区中山东一路780号金色华庭3栋7单元2894室,北京市,北京市,朝阳区,中山东一路,780号,金色华庭,3栋,7单元,2894室,100254,116.428000|39.928000,北京市北京市朝阳区中山东一路780号 金色华庭3栋7单元2894室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0255,integration,标准地址,广东省深圳市罗湖区南京西路787号书香门第6栋4单元2905室,广东省,深圳市,罗湖区,南京西路,787号,书香门第,6栋,4单元,2905室,518255,114.090000|22.580000,广东省深圳市罗湖区南京西路787号 书香门第6栋4单元2905室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0256,integration,简称/别名,苏州市虎丘区人民路794号未来城9幢2916室,江苏省,苏州市,虎丘区,人民路,794号,未来城,9栋,1单元,2916室,215256,120.652000|31.332000,江苏省苏州市虎丘区人民路794号 未来城9栋1单元2916室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0257,integration,简称/别名,武汉市武昌区建设路801号星河湾12幢2927室,湖北省,武汉市,武昌区,建设路,801号,星河湾,12栋,6单元,2927室,430257,114.334000|30.624000,湖北省武汉市武昌区建设路801号 星河湾12栋6单元2927室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0258,integration,缺失门牌,湖北省随州市广水市解放大道万和府15栋3单元2938室,湖北省,随州市,广水市,解放大道,808号,万和府,15栋,3单元,2938室,441558,113.416000|31.726000,湖北省随州市广水市解放大道808号 万和府15栋3单元2938室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0259,integration,疑似不存在,上海市上海市浦东新区不存在路815号龙湖天街,上海市,上海市,浦东新区,创新大道,815号,龙湖天街,18栋,8单元,2949室,200259,121.508000|31.268000,上海市上海市浦东新区不存在路815号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0260,integration,标准地址,北京市北京市朝阳区科创路822号翡翠城1栋5单元2960室,北京市,北京市,朝阳区,科创路,822号,翡翠城,1栋,5单元,2960室,100260,116.400000|39.900000,北京市北京市朝阳区科创路822号 翡翠城1栋5单元2960室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0261,integration,标准地址,广东省深圳市罗湖区友谊路829号东方明珠花园4栋2单元2971室,广东省,深圳市,罗湖区,友谊路,829号,东方明珠花园,4栋,2单元,2971室,518261,114.062000|22.552000,广东省深圳市罗湖区友谊路829号 东方明珠花园4栋2单元2971室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0262,integration,标准地址,江苏省苏州市虎丘区沿江大道836号海纳公馆7栋7单元2982室,江苏省,苏州市,虎丘区,沿江大道,836号,海纳公馆,7栋,7单元,2982室,215262,120.624000|31.304000,江苏省苏州市虎丘区沿江大道836号 海纳公馆7栋7单元2982室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0263,integration,标准地址,湖北省武汉市武昌区文化路843号锦绣家园10栋4单元2993室,湖北省,武汉市,武昌区,文化路,843号,锦绣家园,10栋,4单元,2993室,430263,114.306000|30.596000,湖北省武汉市武昌区文化路843号 锦绣家园10栋4单元2993室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0264,integration,标准地址,湖北省随州市广水市幸福路850号金色华庭13栋1单元3004室,湖北省,随州市,广水市,幸福路,850号,金色华庭,13栋,1单元,3004室,441564,113.388000|31.698000,湖北省随州市广水市幸福路850号 金色华庭13栋1单元3004室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0265,integration,标准地址,上海市上海市浦东新区世纪大道857号书香门第16栋6单元3015室,上海市,上海市,浦东新区,世纪大道,857号,书香门第,16栋,6单元,3015室,200265,121.480000|31.240000,上海市上海市浦东新区世纪大道857号 书香门第16栋6单元3015室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0266,integration,简称/别名,北京市朝阳区中山东一路864号未来城19幢3026室,北京市,北京市,朝阳区,中山东一路,864号,未来城,19栋,3单元,3026室,100266,116.412000|39.912000,北京市北京市朝阳区中山东一路864号 未来城19栋3单元3026室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0267,integration,简称/别名,深圳市罗湖区南京西路871号星河湾2幢3037室,广东省,深圳市,罗湖区,南京西路,871号,星河湾,2栋,8单元,3037室,518267,114.074000|22.564000,广东省深圳市罗湖区南京西路871号 星河湾2栋8单元3037室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0268,integration,缺失门牌,江苏省苏州市虎丘区人民路万和府5栋5单元3048室,江苏省,苏州市,虎丘区,人民路,878号,万和府,5栋,5单元,3048室,215268,120.636000|31.316000,江苏省苏州市虎丘区人民路878号 万和府5栋5单元3048室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0269,integration,疑似不存在,湖北省武汉市武昌区不存在路885号龙湖天街,湖北省,武汉市,武昌区,建设路,885号,龙湖天街,8栋,2单元,3059室,430269,114.318000|30.608000,湖北省武汉市武昌区不存在路885号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0270,integration,标准地址,湖北省随州市广水市解放大道892号翡翠城11栋7单元3070室,湖北省,随州市,广水市,解放大道,892号,翡翠城,11栋,7单元,3070室,441570,113.400000|31.710000,湖北省随州市广水市解放大道892号 翡翠城11栋7单元3070室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0271,integration,标准地址,上海市上海市浦东新区创新大道899号东方明珠花园14栋4单元3081室,上海市,上海市,浦东新区,创新大道,899号,东方明珠花园,14栋,4单元,3081室,200271,121.492000|31.252000,上海市上海市浦东新区创新大道899号 东方明珠花园14栋4单元3081室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0272,integration,标准地址,北京市北京市朝阳区科创路906号海纳公馆17栋1单元3092室,北京市,北京市,朝阳区,科创路,906号,海纳公馆,17栋,1单元,3092室,100272,116.424000|39.924000,北京市北京市朝阳区科创路906号 海纳公馆17栋1单元3092室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0273,integration,标准地址,广东省深圳市罗湖区友谊路913号锦绣家园20栋6单元3103室,广东省,深圳市,罗湖区,友谊路,913号,锦绣家园,20栋,6单元,3103室,518273,114.086000|22.576000,广东省深圳市罗湖区友谊路913号 锦绣家园20栋6单元3103室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0274,integration,标准地址,江苏省苏州市虎丘区沿江大道920号金色华庭3栋3单元3114室,江苏省,苏州市,虎丘区,沿江大道,920号,金色华庭,3栋,3单元,3114室,215274,120.648000|31.328000,江苏省苏州市虎丘区沿江大道920号 金色华庭3栋3单元3114室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0275,integration,标准地址,湖北省武汉市武昌区文化路927号书香门第6栋8单元3125室,湖北省,武汉市,武昌区,文化路,927号,书香门第,6栋,8单元,3125室,430275,114.330000|30.620000,湖北省武汉市武昌区文化路927号 书香门第6栋8单元3125室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0276,integration,简称/别名,随州市广水市幸福路934号未来城9幢3136室,湖北省,随州市,广水市,幸福路,934号,未来城,9栋,5单元,3136室,441576,113.412000|31.722000,湖北省随州市广水市幸福路934号 未来城9栋5单元3136室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
