case_id,type,shard,phase_focus,batch_id,sample_spec_id,sample_mode,candidate_count,approval_status,caller_role,fault_mode,baseline_auto_pass_rate,baseline_review_rate,baseline_human_required_rate,baseline_consistency_score,baseline_quality_gate_pass_rate,baseline_review_accept_rate,candidate_auto_pass_rate,candidate_review_rate,candidate_human_required_rate,candidate_consistency_score,candidate_quality_gate_pass_rate,candidate_review_accept_rate,expected_recommendation,expected_http,expected_activation_allowed,expected_replay_available,expected_audit_events,time_budget_seconds
INT-0313,integration,04,A4_change_request,batch-0313,ss-02,sample_spec,3,pending,operator,none,0.600,0.400,0.196,0.875,0.888,0.789,0.590,0.410,0.226,0.835,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0314,integration,04,A4_change_request,batch-0314,ss-03,sample_spec,3,pending,operator,none,0.610,0.390,0.204,0.880,0.894,0.796,0.630,0.370,0.214,0.885,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0315,integration,04,A4_change_request,batch-0315,ss-04,sample_spec,3,pending,reviewer,tool_5xx,0.620,0.380,0.156,0.840,0.900,0.803,0.650,0.350,0.136,0.850,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0316,integration,04,A4_change_request,batch-0316,ss-05,sample_spec,3,approved,operator,none,0.630,0.370,0.164,0.845,0.906,0.810,0.620,0.380,0.194,0.805,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0317,integration,04,A4_change_request,batch-0317,ss-06,sample_spec,3,pending,operator,none,0.640,0.360,0.172,0.850,0.912,0.817,0.660,0.340,0.182,0.855,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0318,integration,04,A4_change_request,batch-0318,ss-07,sample_spec,0,pending,operator,none,0.650,0.350,0.180,0.855,0.882,0.824,0.680,0.320,0.160,0.865,0.892,0.844,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0319,integration,04,A4_change_request,batch-0319,ss-08,sample_spec,3,pending,operator,schema_mismatch,0.660,0.340,0.188,0.860,0.888,0.831,0.650,0.350,0.218,0.820,0.858,0.811,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0320,integration,04,A4_change_request,batch-0320,ss-09,sample_spec,3,approved,admin,timeout,0.570,0.430,0.196,0.865,0.894,0.782,0.590,0.410,0.206,0.870,0.894,0.792,reject,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,180
INT-0321,integration,04,A4_change_request,batch-0321,ss-10,sample_spec,3,pending,operator,none,0.580,0.420,0.204,0.870,0.900,0.789,0.610,0.390,0.184,0.880,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0322,integration,04,A4_change_request,batch-0322,ss-11,sample_spec,3,pending,reviewer,none,0.590,0.410,0.156,0.875,0.906,0.796,0.580,0.420,0.186,0.835,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0323,integration,04,A4_change_request,batch-0323,ss-12,sample_spec,3,pending,anonymous,event_drop,0.600,0.400,0.164,0.880,0.912,0.803,0.620,0.380,0.174,0.885,0.912,0.813,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0324,integration,04,A4_change_request,batch-0324,ss-13,sample_spec,3,approved,operator,tool_5xx,0.610,0.390,0.172,0.840,0.882,0.810,0.640,0.360,0.152,0.850,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0325,integration,04,A4_change_request,batch-0325,ss-14,sample_spec,3,rejected,admin,none,0.620,0.380,0.180,0.845,0.888,0.817,0.610,0.390,0.210,0.805,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0326,integration,04,A4_change_request,batch-0326,ss-15,sample_spec,3,pending,operator,none,0.630,0.370,0.188,0.850,0.894,0.824,0.650,0.350,0.198,0.855,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0327,integration,04,A4_change_request,batch-0327,ss-16,sample_spec,3,pending,operator,none,0.640,0.360,0.196,0.855,0.900,0.831,0.670,0.330,0.176,0.865,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0328,integration,04,A4_change_request,batch-0328,ss-17,full,3,approved,operator,timeout,0.650,0.350,0.204,0.860,0.906,0.782,0.640,0.360,0.234,0.820,0.876,0.762,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0329,integration,04,A4_change_request,batch-0329,ss-18,sample_spec,3,pending,reviewer,none,0.660,0.340,0.156,0.865,0.912,0.789,0.680,0.320,0.166,0.870,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0330,integration,04,A4_change_request,batch-0330,ss-19,sample_spec,3,pending,admin,schema_mismatch,0.570,0.430,0.164,0.870,0.882,0.796,0.600,0.400,0.144,0.880,0.892,0.816,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0331,integration,04,A4_change_request,batch-0331,ss-20,sample_spec,3,pending,operator,none,0.580,0.420,0.172,0.875,0.888,0.803,0.570,0.430,0.202,0.835,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0332,integration,04,A4_change_request,batch-0332,ss-21,sample_spec,3,approved,operator,none,0.590,0.410,0.180,0.880,0.894,0.810,0.610,0.390,0.190,0.885,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0333,integration,04,A4_change_request,batch-0333,ss-22,sample_spec,4,pending,operator,tool_5xx,0.600,0.400,0.188,0.840,0.900,0.817,0.630,0.370,0.168,0.850,0.910,0.837,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0334,integration,04,A4_change_request,batch-0334,ss-23,sample_spec,3,pending,operator,none,0.610,0.390,0.196,0.845,0.906,0.824,0.600,0.400,0.226,0.805,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0335,integration,04,A4_change_request,batch-0335,ss-24,sample_spec,3,pending,admin,none,0.620,0.380,0.204,0.850,0.912,0.831,0.640,0.360,0.214,0.855,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0336,integration,04,A4_change_request,batch-0336,ss-01,sample_spec,3,approved,reviewer,timeout,0.630,0.370,0.156,0.855,0.882,0.782,0.660,0.340,0.136,0.865,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0337,integration,04,A4_change_request,batch-0337,ss-02,sample_spec,3,pending,operator,none,0.640,0.360,0.164,0.860,0.888,0.789,0.630,0.370,0.194,0.820,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0338,integration,04,A4_change_request,batch-0338,ss-03,sample_spec,3,rejected,operator,none,0.650,0.350,0.172,0.865,0.894,0.796,0.670,0.330,0.182,0.870,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0339,integration,04,A4_change_request,batch-0339,ss-04,sample_spec,3,pending,operator,none,0.660,0.340,0.180,0.870,0.900,0.803,0.690,0.310,0.160,0.880,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0340,integration,04,A4_change_request,batch-0340,ss-05,sample_spec,3,approved,anonymous,none,0.570,0.430,0.188,0.875,0.906,0.810,0.560,0.440,0.218,0.835,0.876,0.790,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0341,integration,04,A4_change_request,batch-0341,ss-06,sample_spec,3,pending,operator,schema_mismatch,0.580,0.420,0.196,0.880,0.912,0.817,0.600,0.400,0.206,0.885,0.912,0.827,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0342,integration,04,A4_change_request,batch-0342,ss-07,sample_spec,3,pending,operator,event_drop,0.590,0.410,0.204,0.840,0.882,0.824,0.620,0.380,0.184,0.850,0.892,0.844,accept,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0343,integration,04,A4_change_request,batch-0343,ss-08,sample_spec,3,pending,reviewer,none,0.600,0.400,0.156,0.845,0.888,0.831,0.590,0.410,0.186,0.805,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0344,integration,04,A4_change_request,batch-0344,ss-09,sample_spec,3,approved,operator,timeout,0.610,0.390,0.164,0.850,0.894,0.782,0.630,0.370,0.174,0.855,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0345,integration,04,A4_change_request,batch-0345,ss-10,sample_spec,3,pending,admin,none,0.620,0.380,0.172,0.855,0.900,0.789,0.650,0.350,0.152,0.865,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0346,integration,04,A4_change_request,batch-0346,ss-11,sample_spec,3,pending,operator,none,0.630,0.370,0.180,0.860,0.906,0.796,0.620,0.380,0.210,0.820,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0347,integration,04,A4_change_request,batch-0347,ss-12,sample_spec,3,pending,operator,none,0.640,0.360,0.188,0.865,0.912,0.803,0.660,0.340,0.198,0.870,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0348,integration,04,A4_change_request,batch-0348,ss-13,sample_spec,3,approved,operator,none,0.650,0.350,0.196,0.870,0.882,0.810,0.680,0.320,0.176,0.880,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0349,integration,04,A4_change_request,batch-0349,ss-14,sample_spec,3,pending,operator,none,0.660,0.340,0.204,0.875,0.888,0.817,0.650,0.350,0.234,0.835,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0350,integration,04,A4_change_request,batch-0350,ss-15,sample_spec,3,pending,reviewer,none,0.570,0.430,0.156,0.880,0.894,0.824,0.590,0.410,0.166,0.885,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0351,integration,04,A4_change_request,batch-0351,ss-16,sample_spec,3,rejected,operator,tool_5xx,0.580,0.420,0.164,0.840,0.900,0.831,0.610,0.390,0.144,0.850,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0352,integration,04,A4_change_request,batch-0352,ss-17,sample_spec,3,approved,operator,schema_mismatch,0.590,0.410,0.172,0.845,0.906,0.782,0.580,0.420,0.202,0.805,0.876,0.762,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0353,integration,04,A4_change_request,batch-0353,ss-18,sample_spec,3,pending,operator,none,0.600,0.400,0.180,0.850,0.912,0.789,0.620,0.380,0.190,0.855,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0354,integration,04,A4_change_request,batch-0354,ss-19,sample_spec,3,pending,operator,none,0.610,0.390,0.188,0.855,0.882,0.796,0.640,0.360,0.168,0.865,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0355,integration,04,A4_change_request,batch-0355,ss-20,sample_spec,3,pending,admin,none,0.620,0.380,0.196,0.860,0.888,0.803,0.610,0.390,0.226,0.820,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0356,integration,04,A4_change_request,batch-0356,ss-21,sample_spec,3,approved,operator,none,0.630,0.370,0.204,0.865,0.894,0.810,0.650,0.350,0.214,0.870,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0357,integration,04,A4_change_request,batch-0357,ss-22,sample_spec,3,pending,anonymous,none,0.640,0.360,0.156,0.870,0.900,0.817,0.670,0.330,0.136,0.880,0.910,0.837,accept,401,false,false,agent_run_start|tool_call|error_response,180
INT-0358,integration,04,A4_change_request,batch-0358,ss-23,sample_spec,3,pending,operator,none,0.650,0.350,0.164,0.875,0.906,0.824,0.640,0.360,0.194,0.835,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0359,integration,04,A4_change_request,batch-0359,ss-24,sample_spec,3,pending,operator,none,0.660,0.340,0.172,0.880,0.912,0.831,0.680,0.320,0.182,0.885,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0360,integration,04,A4_change_request,batch-0360,ss-01,sample_spec,3,approved,admin,tool_5xx,0.570,0.430,0.180,0.840,0.882,0.782,0.600,0.400,0.160,0.850,0.892,0.802,accept,200,true,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,180
INT-0361,integration,04,A4_change_request,batch-0361,ss-02,sample_spec,3,pending,operator,event_drop,0.580,0.420,0.188,0.845,0.888,0.789,0.570,0.430,0.218,0.805,0.858,0.769,reject,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0362,integration,04,A4_change_request,batch-0362,ss-03,sample_spec,3,pending,operator,none,0.590,0.410,0.196,0.850,0.894,0.796,0.610,0.390,0.206,0.855,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0363,integration,04,A4_change_request,batch-0363,ss-04,sample_spec,3,pending,operator,schema_mismatch,0.600,0.400,0.204,0.855,0.900,0.803,0.630,0.370,0.184,0.865,0.910,0.823,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0364,integration,04,A4_change_request,batch-0364,ss-05,sample_spec,3,rejected,reviewer,none,0.610,0.390,0.156,0.860,0.906,0.810,0.600,0.400,0.186,0.820,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0365,integration,04,A4_change_request,batch-0365,ss-06,sample_spec,3,pending,admin,none,0.620,0.380,0.164,0.865,0.912,0.817,0.640,0.360,0.174,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0366,integration,04,A4_change_request,batch-0366,ss-07,sample_spec,3,pending,operator,none,0.630,0.370,0.172,0.870,0.882,0.824,0.660,0.340,0.152,0.880,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0367,integration,04,A4_change_request,batch-0367,ss-08,sample_spec,3,pending,operator,none,0.640,0.360,0.180,0.875,0.888,0.831,0.630,0.370,0.210,0.835,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0368,integration,04,A4_change_request,batch-0368,ss-09,sample_spec,3,approved,operator,timeout,0.650,0.350,0.188,0.880,0.894,0.782,0.670,0.330,0.198,0.885,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0369,integration,04,A4_change_request,batch-0369,ss-10,full,3,pending,operator,tool_5xx,0.660,0.340,0.196,0.840,0.900,0.789,0.690,0.310,0.176,0.850,0.910,0.809,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0370,integration,04,A4_change_request,batch-0370,ss-11,sample_spec,4,pending,admin,none,0.570,0.430,0.204,0.845,0.906,0.796,0.560,0.440,0.234,0.805,0.876,0.776,reject,400,false,false,agent_run_start|tool_call|error_response,180
